HeapAlloc: 346976, HeapIdle: 3039232, HeapInuse: 794624
HeapAlloc: 590832, HeapIdle: 2826240, HeapInuse: 1007616
HeapAlloc: 595928, HeapIdle: 2826240, HeapInuse: 1007616
HeapAlloc: 601024, HeapIdle: 2826240, HeapInuse: 1007616
HeapAlloc: 606120, HeapIdle: 2818048, HeapInuse: 1015808
HeapAlloc: 611216, HeapIdle: 2809856, HeapInuse: 1024000
HeapAlloc: 616312, HeapIdle: 2809856, HeapInuse: 1024000
HeapAlloc: 621408, HeapIdle: 2793472, HeapInuse: 1040384
HeapAlloc: 626504, HeapIdle: 2785280, HeapInuse: 1048576
HeapAlloc: 631600, HeapIdle: 2777088, HeapInuse: 1056768
HeapAlloc: 636696, HeapIdle: 2777088, HeapInuse: 1056768
HeapAlloc: 641792, HeapIdle: 2768896, HeapInuse: 1064960
HeapAlloc: 646888, HeapIdle: 2768896, HeapInuse: 1064960
HeapAlloc: 651984, HeapIdle: 2768896, HeapInuse: 1064960
HeapAlloc: 657080, HeapIdle: 2768896, HeapInuse: 1064960
HeapAlloc: 662176, HeapIdle: 2752512, HeapInuse: 1081344
HeapAlloc: 667272, HeapIdle: 2752512, HeapInuse: 1081344
HeapAlloc: 672368, HeapIdle: 2736128, HeapInuse: 1097728
HeapAlloc: 677464, HeapIdle: 2736128, HeapInuse: 1097728
HeapAlloc: 682560, HeapIdle: 2736128, HeapInuse: 1097728
HeapAlloc: 687656, HeapIdle: 2736128, HeapInuse: 1097728
HeapAlloc: 692752, HeapIdle: 2727936, HeapInuse: 1105920
HeapAlloc: 697848, HeapIdle: 2727936, HeapInuse: 1105920
HeapAlloc: 702944, HeapIdle: 2727936, HeapInuse: 1105920
HeapAlloc: 708040, HeapIdle: 2711552, HeapInuse: 1122304
HeapAlloc: 713136, HeapIdle: 2711552, HeapInuse: 1122304
HeapAlloc: 718232, HeapIdle: 2703360, HeapInuse: 1130496
HeapAlloc: 723328, HeapIdle: 2695168, HeapInuse: 1138688
HeapAlloc: 728424, HeapIdle: 2686976, HeapInuse: 1146880
HeapAlloc: 733520, HeapIdle: 2678784, HeapInuse: 1155072
HeapAlloc: 738616, HeapIdle: 2678784, HeapInuse: 1155072
HeapAlloc: 743712, HeapIdle: 2678784, HeapInuse: 1155072
HeapAlloc: 748808, HeapIdle: 2670592, HeapInuse: 1163264
HeapAlloc: 753904, HeapIdle: 2662400, HeapInuse: 1171456
HeapAlloc: 759000, HeapIdle: 2662400, HeapInuse: 1171456
HeapAlloc: 764096, HeapIdle: 2646016, HeapInuse: 1187840
HeapAlloc: 769192, HeapIdle: 2646016, HeapInuse: 1187840
HeapAlloc: 774288, HeapIdle: 2646016, HeapInuse: 1187840
HeapAlloc: 779384, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 784480, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 789576, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 794672, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 799768, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 804864, HeapIdle: 2637824, HeapInuse: 1196032
HeapAlloc: 809960, HeapIdle: 2621440, HeapInuse: 1212416
HeapAlloc: 815056, HeapIdle: 2621440, HeapInuse: 1212416
HeapAlloc: 820152, HeapIdle: 2621440, HeapInuse: 1212416
HeapAlloc: 825248, HeapIdle: 2605056, HeapInuse: 1228800
HeapAlloc: 830344, HeapIdle: 2605056, HeapInuse: 1228800
HeapAlloc: 835440, HeapIdle: 2596864, HeapInuse: 1236992
HeapAlloc: 840536, HeapIdle: 2580480, HeapInuse: 1253376
HeapAlloc: 845632, HeapIdle: 2572288, HeapInuse: 1261568
HeapAlloc: 850728, HeapIdle: 2572288, HeapInuse: 1261568
HeapAlloc: 855824, HeapIdle: 2564096, HeapInuse: 1269760
HeapAlloc: 860920, HeapIdle: 2564096, HeapInuse: 1269760
HeapAlloc: 866016, HeapIdle: 2555904, HeapInuse: 1277952
HeapAlloc: 871112, HeapIdle: 2555904, HeapInuse: 1277952
HeapAlloc: 876208, HeapIdle: 2547712, HeapInuse: 1286144
HeapAlloc: 881304, HeapIdle: 2547712, HeapInuse: 1286144
HeapAlloc: 886400, HeapIdle: 2539520, HeapInuse: 1294336
HeapAlloc: 891496, HeapIdle: 2531328, HeapInuse: 1302528
HeapAlloc: 896592, HeapIdle: 2514944, HeapInuse: 1318912
HeapAlloc: 901688, HeapIdle: 2506752, HeapInuse: 1327104
HeapAlloc: 906784, HeapIdle: 2506752, HeapInuse: 1327104
HeapAlloc: 911880, HeapIdle: 2506752, HeapInuse: 1327104
HeapAlloc: 916976, HeapIdle: 2498560, HeapInuse: 1335296
HeapAlloc: 922072, HeapIdle: 2498560, HeapInuse: 1335296
HeapAlloc: 927168, HeapIdle: 2490368, HeapInuse: 1343488
HeapAlloc: 932264, HeapIdle: 2490368, HeapInuse: 1343488
HeapAlloc: 937360, HeapIdle: 2490368, HeapInuse: 1343488
HeapAlloc: 942456, HeapIdle: 2490368, HeapInuse: 1343488
HeapAlloc: 947552, HeapIdle: 2465792, HeapInuse: 1368064
HeapAlloc: 952648, HeapIdle: 2465792, HeapInuse: 1368064
HeapAlloc: 957744, HeapIdle: 2457600, HeapInuse: 1376256
HeapAlloc: 962840, HeapIdle: 2457600, HeapInuse: 1376256
HeapAlloc: 967936, HeapIdle: 2457600, HeapInuse: 1376256
HeapAlloc: 973032, HeapIdle: 2457600, HeapInuse: 1376256
HeapAlloc: 978128, HeapIdle: 2457600, HeapInuse: 1376256
HeapAlloc: 983224, HeapIdle: 2449408, HeapInuse: 1384448
HeapAlloc: 988320, HeapIdle: 2441216, HeapInuse: 1392640
HeapAlloc: 993416, HeapIdle: 2433024, HeapInuse: 1400832
HeapAlloc: 998512, HeapIdle: 2424832, HeapInuse: 1409024
HeapAlloc: 1003608, HeapIdle: 2424832, HeapInuse: 1409024
HeapAlloc: 1008704, HeapIdle: 2424832, HeapInuse: 1409024
HeapAlloc: 1013800, HeapIdle: 2408448, HeapInuse: 1425408
HeapAlloc: 1018896, HeapIdle: 2400256, HeapInuse: 1433600
HeapAlloc: 1023992, HeapIdle: 2400256, HeapInuse: 1433600
HeapAlloc: 1029088, HeapIdle: 2400256, HeapInuse: 1433600
HeapAlloc: 1034184, HeapIdle: 2400256, HeapInuse: 1433600
HeapAlloc: 1039280, HeapIdle: 2392064, HeapInuse: 1441792
HeapAlloc: 1044376, HeapIdle: 2383872, HeapInuse: 1449984
HeapAlloc: 1049472, HeapIdle: 2383872, HeapInuse: 1449984
HeapAlloc: 1054568, HeapIdle: 2375680, HeapInuse: 1458176
HeapAlloc: 1059664, HeapIdle: 2375680, HeapInuse: 1458176
HeapAlloc: 1064760, HeapIdle: 2375680, HeapInuse: 1458176
HeapAlloc: 1069856, HeapIdle: 2375680, HeapInuse: 1458176
HeapAlloc: 1074952, HeapIdle: 2359296, HeapInuse: 1474560
HeapAlloc: 1080048, HeapIdle: 2342912, HeapInuse: 1490944
HeapAlloc: 1085144, HeapIdle: 2334720, HeapInuse: 1499136
HeapAlloc: 1090240, HeapIdle: 2334720, HeapInuse: 1499136
HeapAlloc: 1095336, HeapIdle: 2334720, HeapInuse: 1499136
HeapAlloc: 1100432, HeapIdle: 2326528, HeapInuse: 1507328
HeapAlloc: 1105528, HeapIdle: 2310144, HeapInuse: 1523712
HeapAlloc: 1110624, HeapIdle: 2310144, HeapInuse: 1523712
HeapAlloc: 1115720, HeapIdle: 2310144, HeapInuse: 1523712
HeapAlloc: 1120816, HeapIdle: 2310144, HeapInuse: 1523712
HeapAlloc: 1125912, HeapIdle: 2310144, HeapInuse: 1523712
HeapAlloc: 1131008, HeapIdle: 2293760, HeapInuse: 1540096
HeapAlloc: 1136104, HeapIdle: 2285568, HeapInuse: 1548288
HeapAlloc: 1141200, HeapIdle: 2285568, HeapInuse: 1548288
HeapAlloc: 1146296, HeapIdle: 2277376, HeapInuse: 1556480
HeapAlloc: 1151392, HeapIdle: 2269184, HeapInuse: 1564672
HeapAlloc: 1156488, HeapIdle: 2269184, HeapInuse: 1564672
HeapAlloc: 1161584, HeapIdle: 2244608, HeapInuse: 1589248
HeapAlloc: 1166680, HeapIdle: 2236416, HeapInuse: 1597440
HeapAlloc: 1171776, HeapIdle: 2236416, HeapInuse: 1597440
HeapAlloc: 1176872, HeapIdle: 2228224, HeapInuse: 1605632
HeapAlloc: 1181968, HeapIdle: 2211840, HeapInuse: 1622016
HeapAlloc: 1187064, HeapIdle: 2211840, HeapInuse: 1622016
HeapAlloc: 1192160, HeapIdle: 2203648, HeapInuse: 1630208
HeapAlloc: 1197256, HeapIdle: 2203648, HeapInuse: 1630208
HeapAlloc: 1202352, HeapIdle: 2203648, HeapInuse: 1630208
HeapAlloc: 1207448, HeapIdle: 2203648, HeapInuse: 1630208
HeapAlloc: 1212544, HeapIdle: 2203648, HeapInuse: 1630208
HeapAlloc: 1217640, HeapIdle: 2195456, HeapInuse: 1638400
HeapAlloc: 1222736, HeapIdle: 2187264, HeapInuse: 1646592
HeapAlloc: 1227832, HeapIdle: 2187264, HeapInuse: 1646592
HeapAlloc: 1232928, HeapIdle: 2187264, HeapInuse: 1646592
HeapAlloc: 1238024, HeapIdle: 2187264, HeapInuse: 1646592
HeapAlloc: 1243120, HeapIdle: 2179072, HeapInuse: 1654784
HeapAlloc: 1248216, HeapIdle: 2170880, HeapInuse: 1662976
HeapAlloc: 1253312, HeapIdle: 2170880, HeapInuse: 1662976
HeapAlloc: 1258408, HeapIdle: 2154496, HeapInuse: 1679360
HeapAlloc: 1263504, HeapIdle: 2154496, HeapInuse: 1679360
HeapAlloc: 1268600, HeapIdle: 2146304, HeapInuse: 1687552
HeapAlloc: 1273696, HeapIdle: 2129920, HeapInuse: 1703936
HeapAlloc: 1278792, HeapIdle: 2121728, HeapInuse: 1712128
HeapAlloc: 1283888, HeapIdle: 2121728, HeapInuse: 1712128
HeapAlloc: 1288984, HeapIdle: 2121728, HeapInuse: 1712128
HeapAlloc: 1294080, HeapIdle: 2121728, HeapInuse: 1712128
HeapAlloc: 1299176, HeapIdle: 2121728, HeapInuse: 1712128
HeapAlloc: 1304272, HeapIdle: 2113536, HeapInuse: 1720320
HeapAlloc: 1309368, HeapIdle: 2105344, HeapInuse: 1728512
HeapAlloc: 1314464, HeapIdle: 2088960, HeapInuse: 1744896
HeapAlloc: 1319560, HeapIdle: 2088960, HeapInuse: 1744896
HeapAlloc: 1324656, HeapIdle: 2080768, HeapInuse: 1753088
HeapAlloc: 1329752, HeapIdle: 2080768, HeapInuse: 1753088
HeapAlloc: 1334848, HeapIdle: 2072576, HeapInuse: 1761280
HeapAlloc: 1339944, HeapIdle: 2072576, HeapInuse: 1761280
HeapAlloc: 1345040, HeapIdle: 2064384, HeapInuse: 1769472
HeapAlloc: 1350136, HeapIdle: 2064384, HeapInuse: 1769472
HeapAlloc: 1355232, HeapIdle: 2064384, HeapInuse: 1769472
HeapAlloc: 1360328, HeapIdle: 2056192, HeapInuse: 1777664
HeapAlloc: 1365424, HeapIdle: 2039808, HeapInuse: 1794048
HeapAlloc: 1370520, HeapIdle: 2039808, HeapInuse: 1794048
HeapAlloc: 1375616, HeapIdle: 2039808, HeapInuse: 1794048
HeapAlloc: 1380712, HeapIdle: 2031616, HeapInuse: 1802240
HeapAlloc: 1385808, HeapIdle: 2023424, HeapInuse: 1810432
HeapAlloc: 1390904, HeapIdle: 2023424, HeapInuse: 1810432
HeapAlloc: 1396000, HeapIdle: 2015232, HeapInuse: 1818624
HeapAlloc: 1401096, HeapIdle: 2015232, HeapInuse: 1818624
HeapAlloc: 1406192, HeapIdle: 1998848, HeapInuse: 1835008
HeapAlloc: 1411288, HeapIdle: 1998848, HeapInuse: 1835008
HeapAlloc: 1416384, HeapIdle: 1998848, HeapInuse: 1835008
HeapAlloc: 1421480, HeapIdle: 1998848, HeapInuse: 1835008
HeapAlloc: 1426576, HeapIdle: 1990656, HeapInuse: 1843200
HeapAlloc: 1431672, HeapIdle: 1990656, HeapInuse: 1843200
HeapAlloc: 1436768, HeapIdle: 1990656, HeapInuse: 1843200
HeapAlloc: 1441864, HeapIdle: 1982464, HeapInuse: 1851392
HeapAlloc: 1446960, HeapIdle: 1974272, HeapInuse: 1859584
HeapAlloc: 1452056, HeapIdle: 1949696, HeapInuse: 1884160
HeapAlloc: 1457152, HeapIdle: 1949696, HeapInuse: 1884160
HeapAlloc: 1462248, HeapIdle: 1949696, HeapInuse: 1884160
HeapAlloc: 1467344, HeapIdle: 1941504, HeapInuse: 1892352
HeapAlloc: 1472440, HeapIdle: 1941504, HeapInuse: 1892352
HeapAlloc: 1477536, HeapIdle: 1933312, HeapInuse: 1900544
HeapAlloc: 1482632, HeapIdle: 1925120, HeapInuse: 1908736
HeapAlloc: 1487728, HeapIdle: 1916928, HeapInuse: 1916928
HeapAlloc: 1492824, HeapIdle: 1908736, HeapInuse: 1925120
HeapAlloc: 1497920, HeapIdle: 1900544, HeapInuse: 1933312
HeapAlloc: 1503016, HeapIdle: 1900544, HeapInuse: 1933312
HeapAlloc: 1508112, HeapIdle: 1892352, HeapInuse: 1941504
HeapAlloc: 1513208, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1518304, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1523400, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1528496, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1533592, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1538688, HeapIdle: 1884160, HeapInuse: 1949696
HeapAlloc: 1543784, HeapIdle: 1867776, HeapInuse: 1966080
HeapAlloc: 1548880, HeapIdle: 1867776, HeapInuse: 1966080
HeapAlloc: 1553976, HeapIdle: 1867776, HeapInuse: 1966080
HeapAlloc: 1559072, HeapIdle: 1867776, HeapInuse: 1966080
HeapAlloc: 1564168, HeapIdle: 1867776, HeapInuse: 1966080
HeapAlloc: 1569264, HeapIdle: 1851392, HeapInuse: 1982464
HeapAlloc: 1574360, HeapIdle: 1851392, HeapInuse: 1982464
HeapAlloc: 1579456, HeapIdle: 1851392, HeapInuse: 1982464
HeapAlloc: 1584552, HeapIdle: 1851392, HeapInuse: 1982464
HeapAlloc: 1589648, HeapIdle: 1835008, HeapInuse: 1998848
HeapAlloc: 1594744, HeapIdle: 1835008, HeapInuse: 1998848
HeapAlloc: 1599840, HeapIdle: 1810432, HeapInuse: 2023424
HeapAlloc: 1604936, HeapIdle: 1810432, HeapInuse: 2023424
HeapAlloc: 1610032, HeapIdle: 1810432, HeapInuse: 2023424
HeapAlloc: 1615128, HeapIdle: 1810432, HeapInuse: 2023424
HeapAlloc: 1620224, HeapIdle: 1810432, HeapInuse: 2023424
HeapAlloc: 1625320, HeapIdle: 1794048, HeapInuse: 2039808
HeapAlloc: 1630416, HeapIdle: 1777664, HeapInuse: 2056192
HeapAlloc: 1635512, HeapIdle: 1769472, HeapInuse: 2064384
HeapAlloc: 1640608, HeapIdle: 1761280, HeapInuse: 2072576
HeapAlloc: 1645704, HeapIdle: 1761280, HeapInuse: 2072576
HeapAlloc: 1650800, HeapIdle: 1753088, HeapInuse: 2080768
HeapAlloc: 1655896, HeapIdle: 1753088, HeapInuse: 2080768
HeapAlloc: 1660992, HeapIdle: 1744896, HeapInuse: 2088960
HeapAlloc: 1666088, HeapIdle: 1744896, HeapInuse: 2088960
HeapAlloc: 1671184, HeapIdle: 1744896, HeapInuse: 2088960
HeapAlloc: 1676280, HeapIdle: 1744896, HeapInuse: 2088960
HeapAlloc: 1681376, HeapIdle: 1736704, HeapInuse: 2097152
HeapAlloc: 1686472, HeapIdle: 1728512, HeapInuse: 2105344
HeapAlloc: 1691568, HeapIdle: 1728512, HeapInuse: 2105344
HeapAlloc: 1696664, HeapIdle: 1728512, HeapInuse: 2105344
HeapAlloc: 1701760, HeapIdle: 1728512, HeapInuse: 2105344
HeapAlloc: 1706856, HeapIdle: 1720320, HeapInuse: 2113536
HeapAlloc: 1711952, HeapIdle: 1720320, HeapInuse: 2113536
HeapAlloc: 1717048, HeapIdle: 1712128, HeapInuse: 2121728
HeapAlloc: 1722144, HeapIdle: 1712128, HeapInuse: 2121728
HeapAlloc: 1727240, HeapIdle: 1703936, HeapInuse: 2129920
HeapAlloc: 1732336, HeapIdle: 1687552, HeapInuse: 2146304
HeapAlloc: 1737432, HeapIdle: 1687552, HeapInuse: 2146304
HeapAlloc: 1742528, HeapIdle: 1687552, HeapInuse: 2146304
HeapAlloc: 1747624, HeapIdle: 1679360, HeapInuse: 2154496
HeapAlloc: 1752720, HeapIdle: 1662976, HeapInuse: 2170880
HeapAlloc: 1757816, HeapIdle: 1662976, HeapInuse: 2170880
HeapAlloc: 1762912, HeapIdle: 1662976, HeapInuse: 2170880
HeapAlloc: 1768008, HeapIdle: 1662976, HeapInuse: 2170880
HeapAlloc: 1773104, HeapIdle: 1654784, HeapInuse: 2179072
HeapAlloc: 1778200, HeapIdle: 1646592, HeapInuse: 2187264
HeapAlloc: 1783296, HeapIdle: 1646592, HeapInuse: 2187264
HeapAlloc: 1788392, HeapIdle: 1646592, HeapInuse: 2187264
HeapAlloc: 1793488, HeapIdle: 1646592, HeapInuse: 2187264
HeapAlloc: 1798584, HeapIdle: 1646592, HeapInuse: 2187264
HeapAlloc: 1803680, HeapIdle: 1630208, HeapInuse: 2203648
HeapAlloc: 1808776, HeapIdle: 1622016, HeapInuse: 2211840
HeapAlloc: 1813872, HeapIdle: 1613824, HeapInuse: 2220032
HeapAlloc: 1818968, HeapIdle: 1597440, HeapInuse: 2236416
HeapAlloc: 1824064, HeapIdle: 1589248, HeapInuse: 2244608
HeapAlloc: 1829160, HeapIdle: 1589248, HeapInuse: 2244608
HeapAlloc: 1834256, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1839352, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1844448, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1849544, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1854640, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1859736, HeapIdle: 1581056, HeapInuse: 2252800
HeapAlloc: 1864832, HeapIdle: 1556480, HeapInuse: 2277376
HeapAlloc: 1869928, HeapIdle: 1556480, HeapInuse: 2277376
HeapAlloc: 1875024, HeapIdle: 1548288, HeapInuse: 2285568
HeapAlloc: 1880120, HeapIdle: 1540096, HeapInuse: 2293760
HeapAlloc: 1885216, HeapIdle: 1531904, HeapInuse: 2301952
HeapAlloc: 1890312, HeapIdle: 1531904, HeapInuse: 2301952
HeapAlloc: 1895408, HeapIdle: 1515520, HeapInuse: 2318336
HeapAlloc: 1900504, HeapIdle: 1515520, HeapInuse: 2318336
HeapAlloc: 1905600, HeapIdle: 1515520, HeapInuse: 2318336
HeapAlloc: 1910696, HeapIdle: 1507328, HeapInuse: 2326528
HeapAlloc: 1915792, HeapIdle: 1507328, HeapInuse: 2326528
HeapAlloc: 1920888, HeapIdle: 1499136, HeapInuse: 2334720
HeapAlloc: 1925984, HeapIdle: 1482752, HeapInuse: 2351104
HeapAlloc: 1931080, HeapIdle: 1482752, HeapInuse: 2351104
HeapAlloc: 1936176, HeapIdle: 1482752, HeapInuse: 2351104
HeapAlloc: 1941272, HeapIdle: 1482752, HeapInuse: 2351104
HeapAlloc: 1946368, HeapIdle: 1482752, HeapInuse: 2351104
HeapAlloc: 1951464, HeapIdle: 1474560, HeapInuse: 2359296
HeapAlloc: 1956560, HeapIdle: 1466368, HeapInuse: 2367488
HeapAlloc: 1961656, HeapIdle: 1466368, HeapInuse: 2367488
HeapAlloc: 1966752, HeapIdle: 1449984, HeapInuse: 2383872
HeapAlloc: 1971848, HeapIdle: 1449984, HeapInuse: 2383872
HeapAlloc: 1976944, HeapIdle: 1433600, HeapInuse: 2400256
HeapAlloc: 1982040, HeapIdle: 1425408, HeapInuse: 2408448
HeapAlloc: 1987136, HeapIdle: 1425408, HeapInuse: 2408448
HeapAlloc: 1992232, HeapIdle: 1417216, HeapInuse: 2416640
HeapAlloc: 1997328, HeapIdle: 1417216, HeapInuse: 2416640
HeapAlloc: 2002424, HeapIdle: 1400832, HeapInuse: 2433024
HeapAlloc: 2007520, HeapIdle: 1400832, HeapInuse: 2433024
HeapAlloc: 2012616, HeapIdle: 1384448, HeapInuse: 2449408
HeapAlloc: 2017712, HeapIdle: 1376256, HeapInuse: 2457600
HeapAlloc: 2022808, HeapIdle: 1376256, HeapInuse: 2457600
HeapAlloc: 2027904, HeapIdle: 1376256, HeapInuse: 2457600
HeapAlloc: 2033000, HeapIdle: 1368064, HeapInuse: 2465792
HeapAlloc: 2038096, HeapIdle: 1351680, HeapInuse: 2482176
HeapAlloc: 2043192, HeapIdle: 1351680, HeapInuse: 2482176
HeapAlloc: 2048288, HeapIdle: 1335296, HeapInuse: 2498560
HeapAlloc: 2053384, HeapIdle: 1335296, HeapInuse: 2498560
HeapAlloc: 2058480, HeapIdle: 1327104, HeapInuse: 2506752
HeapAlloc: 2063576, HeapIdle: 1327104, HeapInuse: 2506752
HeapAlloc: 2068672, HeapIdle: 1318912, HeapInuse: 2514944
HeapAlloc: 2073768, HeapIdle: 1318912, HeapInuse: 2514944
HeapAlloc: 2078864, HeapIdle: 1318912, HeapInuse: 2514944
HeapAlloc: 2083960, HeapIdle: 1318912, HeapInuse: 2514944
HeapAlloc: 2089056, HeapIdle: 1318912, HeapInuse: 2514944
HeapAlloc: 2094152, HeapIdle: 1310720, HeapInuse: 2523136
HeapAlloc: 2099248, HeapIdle: 1302528, HeapInuse: 2531328
HeapAlloc: 2104344, HeapIdle: 1302528, HeapInuse: 2531328
HeapAlloc: 2109440, HeapIdle: 1302528, HeapInuse: 2531328
HeapAlloc: 2114536, HeapIdle: 1302528, HeapInuse: 2531328
HeapAlloc: 2119632, HeapIdle: 1302528, HeapInuse: 2531328
HeapAlloc: 2124728, HeapIdle: 1294336, HeapInuse: 2539520
HeapAlloc: 2129824, HeapIdle: 1277952, HeapInuse: 2555904
HeapAlloc: 2134920, HeapIdle: 1277952, HeapInuse: 2555904
HeapAlloc: 2140016, HeapIdle: 1261568, HeapInuse: 2572288
HeapAlloc: 2145112, HeapIdle: 1245184, HeapInuse: 2588672
HeapAlloc: 2150208, HeapIdle: 1245184, HeapInuse: 2588672
HeapAlloc: 2155304, HeapIdle: 1236992, HeapInuse: 2596864
HeapAlloc: 2160400, HeapIdle: 1228800, HeapInuse: 2605056
HeapAlloc: 2165496, HeapIdle: 1228800, HeapInuse: 2605056
HeapAlloc: 2170592, HeapIdle: 1228800, HeapInuse: 2605056
HeapAlloc: 2175688, HeapIdle: 1220608, HeapInuse: 2613248
HeapAlloc: 2180784, HeapIdle: 1220608, HeapInuse: 2613248
HeapAlloc: 2185880, HeapIdle: 1204224, HeapInuse: 2629632
HeapAlloc: 2190976, HeapIdle: 1204224, HeapInuse: 2629632
HeapAlloc: 2196072, HeapIdle: 1196032, HeapInuse: 2637824
HeapAlloc: 2201168, HeapIdle: 1196032, HeapInuse: 2637824
HeapAlloc: 2206264, HeapIdle: 1196032, HeapInuse: 2637824
HeapAlloc: 2211360, HeapIdle: 1196032, HeapInuse: 2637824
HeapAlloc: 2216456, HeapIdle: 1187840, HeapInuse: 2646016
HeapAlloc: 2221552, HeapIdle: 1179648, HeapInuse: 2654208
HeapAlloc: 2226648, HeapIdle: 1179648, HeapInuse: 2654208
HeapAlloc: 2231744, HeapIdle: 1171456, HeapInuse: 2662400
HeapAlloc: 2236840, HeapIdle: 1171456, HeapInuse: 2662400
HeapAlloc: 2241936, HeapIdle: 1171456, HeapInuse: 2662400
HeapAlloc: 2247032, HeapIdle: 1163264, HeapInuse: 2670592
HeapAlloc: 2252128, HeapIdle: 1138688, HeapInuse: 2695168
HeapAlloc: 2257224, HeapIdle: 1138688, HeapInuse: 2695168
HeapAlloc: 2262320, HeapIdle: 1138688, HeapInuse: 2695168
HeapAlloc: 2267416, HeapIdle: 1138688, HeapInuse: 2695168
HeapAlloc: 2272512, HeapIdle: 1130496, HeapInuse: 2703360
HeapAlloc: 2277608, HeapIdle: 1122304, HeapInuse: 2711552
HeapAlloc: 2282704, HeapIdle: 1122304, HeapInuse: 2711552
HeapAlloc: 2287800, HeapIdle: 1122304, HeapInuse: 2711552
